"Date Time","p (mbar)","T (degC)","Tpot (K)","Tdew (degC)","rh (%)","VPmax (mbar)","VPact (mbar)","VPdef (mbar)","sh (g/kg)","H2OC (mmol/mol)","rho (g/m**3)","wv (m/s)","max. wv (m/s)","wd (deg)","rain (mm)","raining (s)","SWDR (W/m2)","PAR (mumol/m^2/s)","max. PAR (mumol/m^2/s)","Tlog (degC)","CO2 (ppm)"
01.04.2018 19:50:00,  983.16,    3.94,  278.45,   -0.38,   73.30,    8.10,    5.94,    2.16,    3.77,    6.04, 1233.15,    1.15,    1.72,  262.30,    0.00,    0.00,    0.00,    0.00,    0.00,   15.34,  416.20
01.04.2018 20:00:00,  983.27,    3.95,  278.45,   -0.24,   74.00,    8.11,    6.00,    2.11,    3.81,    6.10, 1233.22,    0.96,    2.24,  269.90,    0.00,    0.00,    0.00,    0.00,    0.00,   15.17,  416.50
01.04.2018 20:10:00,  983.41,    3.93,  278.42,   -0.21,   74.30,    8.10,    6.02,    2.08,    3.81,    6.12, 1233.50,    0.61,    1.56,  288.50,    0.00,    0.00,    0.00,    0.00,    0.00,   15.02,  416.80
01.04.2018 20:20:00,  983.51,    3.87,  278.35,   -0.19,   74.70,    8.06,    6.02,    2.04,    3.82,    6.12, 1233.88,    0.54,    1.72,  295.80,    0.00,    0.00,    0.00,    0.00,    0.00,   14.89,  416.80
01.04.2018 20:30:00,  983.65,    3.70,  278.17,   -0.23,   75.40,    7.97,    6.01,    1.96,    3.81,    6.11, 1234.83,    0.69,    1.40,  306.50,    0.00,    0.00,    0.00,    0.00,    0.00,   14.77,  417.60
01.04.2018 20:40:00,  983.85,    3.64,  278.09,   -0.32,   75.20,    7.93,    5.96,    1.97,    3.78,    6.06, 1235.37,    0.94,    2.44,  300.10,    0.00,    0.00,    0.00,    0.00,    0.00,   14.66,  418.00
01.04.2018 20:50:00,  984.03,    3.65,  278.08,   -0.34,   75.10,    7.94,    5.96,    1.98,    3.78,    6.06, 1235.57,    0.80,    2.06,  310.20,    0.00,    0.00,    0.00,    0.00,    0.00,   14.55,  418.30
01.04.2018 21:00:00,  984.14,    3.71,  278.14,   -0.33,   74.80,    7.97,    5.96,    2.01,    3.78,    6.06, 1235.43,    0.87,    2.00,  307.70,    0.00,    0.00,    0.00,    0.00,    0.00,   14.45,  418.70
01.04.2018 21:10:00,  984.25,    3.72,  278.14,   -0.32,   74.80,    7.98,    5.97,    2.01,    3.78,    6.06, 1235.52,    0.81,    2.52,  340.00,    0.00,    0.00,    0.00,    0.00,    0.00,   14.36,  419.20
01.04.2018 21:20:00,  984.37,    3.62,  278.03,   -0.27,   75.60,    7.92,    5.99,    1.93,    3.79,    6.09, 1236.08,    0.67,    1.98,  353.90,    0.00,    0.00,    0.00,    0.00,    0.00,   14.29,  420.40
01.04.2018 21:30:00,  984.46,    3.57,  277.97,   -0.23,   76.10,    7.89,    6.01,    1.89,    3.80,    6.10, 1236.42,    0.57,    1.56,    2.10,    0.00,    0.00,    0.00,    0.00,    0.00,   14.25,  420.50
01.04.2018 21:40:00,  984.55,    3.64,  278.03,   -0.16,   76.10,    7.93,    6.04,    1.90,    3.82,    6.13, 1236.23,    0.66,    2.08,  295.00,    0.00,    0.00,    0.00,    0.00,    0.00,   14.21,  419.30
01.04.2018 21:50:00,  984.67,    3.73,  278.12,   -0.09,   76.00,    7.98,    6.07,    1.92,    3.84,    6.16, 1235.94,    0.95,    2.76,  287.20,    0.00,    0.00,    0.00,    0.00,    0.00,   14.20,  418.90
01.04.2018 22:00:00,  984.70,    3.65,  278.04,   -0.09,   76.40,    7.94,    6.07,    1.87,    3.84,    6.16, 1236.32,    1.03,    2.48,  266.30,    0.00,    0.00,    0.00,    0.00,    0.00,   14.18,  419.00
01.04.2018 22:10:00,  984.81,    3.60,  277.98,   -0.05,   76.90,    7.91,    6.08,    1.83,    3.85,    6.18, 1236.69,    0.90,    1.60,  256.10,    0.00,    0.00,    0.00,    0.00,    0.00,   14.19,  419.10
01.04.2018 22:20:00,  984.90,    3.60,  277.97,    0.00,   77.20,    7.91,    6.11,    1.80,    3.87,    6.20, 1236.79,    0.71,    2.36,  283.40,    0.00,    0.00,    0.00,    0.00,    0.00,   14.20,  419.00
01.04.2018 22:30:00,  984.99,    3.60,  277.96,    0.02,   77.30,    7.91,    6.11,    1.80,    3.87,    6.21, 1236.91,    1.05,    2.12,  254.20,    0.00,    0.00,    0.00,    0.00,    0.00,   14.23,  419.00
01.04.2018 22:40:00,  985.08,    3.64,  277.99,    0.00,   77.00,    7.93,    6.11,    1.82,    3.87,    6.20, 1236.85,    1.07,    2.32,  266.00,    0.00,    0.00,    0.00,    0.00,    0.00,   14.27,  418.60
01.04.2018 22:50:00,  985.15,    3.67,  278.02,   -0.03,   76.70,    7.95,    6.10,    1.85,    3.86,    6.19, 1236.81,    1.07,    2.04,  257.70,    0.00,    0.00,    0.00,    0.00,    0.00,   14.33,  418.60
01.04.2018 23:00:00,  985.20,    3.67,  278.02,   -0.04,   76.60,    7.95,    6.09,    1.86,    3.85,    6.18, 1236.86,    0.68,    1.94,  281.60,    0.00,    0.00,    0.00,    0.00,    0.00,   14.39,  418.90
01.04.2018 23:10:00,  985.28,    3.75,  278.08,   -0.04,   76.20,    7.99,    6.09,    1.90,    3.85,    6.18, 1236.63,    0.56,    1.68,  246.90,    0.00,    0.00,    0.00,    0.00,    0.00,   14.45,  419.20
01.04.2018 23:20:00,  985.30,    3.80,  278.14,   -0.11,   75.50,    8.03,    6.06,    1.97,    3.83,    6.15, 1236.41,    0.98,    2.08,  257.70,    0.00,    0.00,    0.00,    0.00,    0.00,   14.52,  419.10
01.04.2018 23:30:00,  985.32,    3.81,  278.15,   -0.21,   74.90,    8.03,    6.01,    2.02,    3.81,    6.10, 1236.42,    0.98,    2.24,  285.00,    0.00,    0.00,    0.00,    0.00,    0.00,   14.58,  418.40
01.04.2018 23:40:00,  985.32,    3.83,  278.17,   -0.23,   74.70,    8.04,    6.01,    2.03,    3.80,    6.10, 1236.33,    1.23,    3.00,  269.70,    0.00,    0.00,    0.00,    0.00,    0.00,   14.64,  418.40
01.04.2018 23:50:00,  985.38,    3.80,  278.13,   -0.18,   75.10,    8.02,    6.03,    2.00,    3.81,    6.12, 1236.54,    1.42,    3.16,  280.00,    0.00,    0.00,    0.00,    0.00,    0.00,   14.68,  418.40
02.04.2018 00:00:00,  985.42,    3.77,  278.10,   -0.14,   75.50,    8.01,    6.05,    1.96,    3.83,    6.14, 1236.70,    1.07,    2.44,  287.10,    0.00,    0.00,    0.00,    0.00,    0.00,   14.69,  418.50
02.04.2018 00:10:00,  985.45,    3.73,  278.05,   -0.13,   75.80,    7.98,    6.05,    1.93,    3.83,    6.14, 1236.93,    1.56,    3.41,  312.30,    0.00,    0.00,    0.00,    0.00,    0.00,   14.69,  419.00
02.04.2018 00:20:00,  985.45,    3.61,  277.93,   -0.17,   76.20,    7.91,    6.03,    1.88,    3.82,    6.12, 1237.50,    0.96,    1.88,  302.60,    0.00,    0.00,    0.00,    0.00,    0.00,   14.66,  418.80
02.04.2018 00:30:00,  985.52,    3.39,  277.71,   -0.26,   76.90,    7.79,    5.99,    1.80,    3.79,    6.08, 1238.57,    1.14,    2.04,  268.10,    0.00,    0.00,    0.00,    0.00,    0.00,   14.60,  418.50
02.04.2018 00:40:00,  985.58,    3.18,  277.49,   -0.29,   77.90,    7.68,    5.98,    1.70,    3.78,    6.07, 1239.59,    1.32,    2.42,  281.40,    0.00,    0.00,    0.00,    0.00,    0.00,   14.51,  418.60
02.04.2018 00:50:00,  985.58,    3.09,  277.40,   -0.29,   78.40,    7.63,    5.98,    1.65,    3.78,    6.07, 1240.00,    1.17,    2.24,  268.40,    0.00,    0.00,    0.00,    0.00,    0.00,   14.39,  418.70
02.04.2018 01:00:00,  985.65,    2.94,  277.25,   -0.36,   78.80,    7.55,    5.95,    1.60,    3.76,    6.04, 1240.77,    1.22,    2.64,  272.80,    0.00,    0.00,    0.00,    0.00,    0.00,   14.26,  418.60
02.04.2018 01:10:00,  985.57,    2.84,  277.15,   -0.42,   79.00,    7.50,    5.92,    1.57,    3.75,    6.01, 1241.12,    0.88,    2.36,  298.90,    0.00,    0.00,    0.00,    0.00,    0.00,   14.12,  418.80
02.04.2018 01:20:00,  985.55,    2.69,  277.00,   -0.49,   79.50,    7.41,    5.89,    1.52,    3.73,    5.98, 1241.82,    0.71,    2.10,  299.20,    0.00,    0.00,    0.00,    0.00,    0.00,   13.97,  419.10
02.04.2018 01:30:00,  985.51,    2.60,  276.92,   -0.57,   79.50,    7.37,    5.86,    1.51,    3.71,    5.94, 1242.16,    1.00,    2.32,  263.30,    0.00,    0.00,    0.00,    0.00,    0.00,   13.81,  418.80
02.04.2018 01:40:00,  985.53,    2.55,  276.86,   -0.72,   78.90,    7.34,    5.79,    1.55,    3.66,    5.88, 1242.44,    1.02,    2.16,  264.40,    0.00,    0.00,    0.00,    0.00,    0.00,   13.66,  418.50
02.04.2018 01:50:00,  985.59,    2.46,  276.77,   -0.84,   78.70,    7.30,    5.74,    1.55,    3.63,    5.83, 1242.95,    1.23,    2.20,  256.70,    0.00,    0.00,    0.00,    0.00,    0.00,   13.52,  418.40
02.04.2018 02:00:00,  985.67,    2.41,  276.71,   -0.97,   78.30,    7.27,    5.69,    1.58,    3.60,    5.77, 1243.33,    1.88,    2.88,  253.10,    0.00,    0.00,    0.00,    0.00,    0.00,   13.39,  418.10
02.04.2018 02:10:00,  985.73,    2.44,  276.74,   -1.14,   77.10,    7.29,    5.62,    1.67,    3.55,    5.70, 1243.28,    2.36,    3.32,  250.00,    0.00,    0.00,    0.00,    0.00,    0.00,   13.26,  417.50
02.04.2018 02:20:00,  985.81,    2.41,  276.69,   -1.27,   76.60,    7.27,    5.57,    1.70,    3.52,    5.65, 1243.57,    1.91,    2.76,  245.20,    0.00,    0.00,    0.00,    0.00,    0.00,   13.13,  417.60
02.04.2018 02:30:00,  985.81,    2.19,  276.48,   -1.31,   77.50,    7.16,    5.55,    1.61,    3.51,    5.63, 1244.54,    1.68,    2.26,  239.20,    0.00,    0.00,    0.00,    0.00,    0.00,   13.00,  418.00
02.04.2018 02:40:00,  985.84,    2.07,  276.35,   -1.37,   77.90,    7.09,    5.53,    1.57,    3.49,    5.60, 1245.15,    2.11,    2.60,  244.10,    0.00,    0.00,    0.00,    0.00,    0.00,   12.87,  418.20
02.04.2018 02:50:00,  985.81,    1.89,  276.17,   -1.44,   78.50,    7.00,    5.50,    1.51,    3.48,    5.58, 1245.95,    2.14,    2.98,  241.30,    0.00,    0.00,    0.00,    0.00,    0.00,   12.75,  418.40
02.04.2018 03:00:00,  985.81,    1.69,  275.97,   -1.48,   79.40,    6.90,    5.48,    1.42,    3.46,    5.56, 1246.86,    2.66,    3.32,  245.80,    0.00,    0.00,    0.00,    0.00,    0.00,   12.63,  418.90
02.04.2018 03:10:00,  985.80,    1.56,  275.85,   -1.48,   80.10,    6.84,    5.48,    1.36,    3.46,    5.56, 1247.43,    2.57,    2.96,  242.70,    0.00,    0.00,    0.00,    0.00,    0.00,   12.51,  419.30
02.04.2018 03:20:00,  985.81,    1.53,  275.82,   -1.43,   80.60,    6.83,    5.50,    1.32,    3.48,    5.58, 1247.55,    2.35,    2.76,  239.20,    0.00,    0.00,    0.00,    0.00,    0.00,   12.36,  419.80
02.04.2018 03:30:00,  985.81,    1.55,  275.84,   -1.44,   80.40,    6.83,    5.49,    1.34,    3.47,    5.57, 1247.48,    2.35,    2.92,  240.10,    0.00,    0.00,    0.00,    0.00,    0.00,   12.22,  419.60
02.04.2018 03:40:00,  985.81,    1.51,  275.79,   -1.47,   80.50,    6.81,    5.48,    1.33,    3.47,    5.56, 1247.67,    2.32,    2.72,  239.00,    0.00,    0.00,    0.00,    0.00,    0.00,   12.08,  419.50
02.04.2018 03:50:00,  985.78,    1.51,  275.80,   -1.51,   80.20,    6.81,    5.47,    1.35,    3.46,    5.54, 1247.63,    1.61,    2.24,  233.60,    0.00,    0.00,    0.00,    0.00,    0.00,   11.96,  419.50
02.04.2018 04:00:00,  985.81,    0.90,  275.18,   -1.86,   81.70,    6.52,    5.33,    1.19,    3.37,    5.40, 1250.51,    0.64,    1.64,  158.50,    0.00,    0.00,    0.00,    0.00,    0.00,   11.85,  424.50
02.04.2018 04:10:00,  985.89,    0.57,  274.84,   -1.68,   84.80,    6.36,    5.40,    0.97,    3.41,    5.47, 1252.11,    1.23,    2.52,  184.30,    0.00,    0.00,    0.00,    0.00,    0.00,   11.77,  423.80
02.04.2018 04:20:00,  985.92,    0.49,  274.77,   -1.71,   85.10,    6.33,    5.39,    0.94,    3.41,    5.46, 1252.49,    0.87,    1.56,  202.80,    0.00,    0.00,    0.00,    0.00,    0.00,   11.71,  424.80
02.04.2018 04:30:00,  985.87,    0.34,  274.61,   -1.70,   86.10,    6.26,    5.39,    0.87,    3.41,    5.47, 1253.13,    0.89,    1.20,  175.30,    0.00,    0.00,    0.00,    0.00,    0.00,   11.65,  425.80
02.04.2018 04:40:00,  985.82,    0.26,  274.54,   -1.73,   86.40,    6.23,    5.38,    0.85,    3.40,    5.46, 1253.42,    0.80,    1.52,  154.70,    0.00,    0.00,    0.00,    0.00,    0.00,   11.61,  426.00
02.04.2018 04:50:00,  985.83,    0.01,  274.29,   -1.95,   86.60,    6.11,    5.29,    0.82,    3.35,    5.37, 1254.63,    0.92,    1.72,  169.20,    0.00,    0.00,    0.00,    0.00,    0.00,   11.60,  429.70
02.04.2018 05:00:00,  985.83,   -0.06,  274.21,   -1.88,   87.50,    6.08,    5.32,    0.76,    3.36,    5.40, 1254.95,    0.65,    1.78,  183.30,    0.00,    0.00,    0.00,    0.00,    0.00,   11.63,  426.30
02.04.2018 05:10:00,  985.82,    0.05,  274.32,   -1.83,   87.10,    6.13,    5.34,    0.79,    3.37,    5.41, 1254.44,    0.59,    1.06,  202.50,    0.00,    0.00,    0.00,    0.00,    0.00,   11.67,  425.40
02.04.2018 05:20:00,  985.76,    0.04,  274.32,   -1.82,   87.20,    6.13,    5.34,    0.78,    3.38,    5.42, 1254.38,    0.98,    2.38,  165.50,    0.00,    0.00,    0.00,    0.00,    0.00,   11.72,  428.10
02.04.2018 05:30:00,  985.73,   -0.05,  274.24,   -1.79,   88.00,    6.09,    5.36,    0.73,    3.39,    5.43, 1254.74,    1.05,    1.52,  201.00,    0.00,    0.00,    0.00,    0.00,    0.00,   11.77,  431.10
02.04.2018 05:40:00,  985.78,   -0.13,  274.15,   -1.69,   89.20,    6.05,    5.40,    0.65,    3.41,    5.47, 1255.17,    0.99,    2.06,  187.50,    0.00,    0.00,    0.00,    0.00,    1.35,   11.83,  432.50
02.04.2018 05:50:00,  985.78,   -0.04,  274.24,   -1.57,   89.40,    6.09,    5.44,    0.65,    3.44,    5.52, 1254.73,    1.13,    1.96,  182.10,    0.00,    0.00,    1.41,    2.90,    4.44,   11.87,  430.90
02.04.2018 06:00:00,  985.81,    0.06,  274.34,   -1.51,   89.10,    6.14,    5.47,    0.67,    3.46,    5.54, 1254.29,    1.79,    2.60,  170.50,    0.00,    0.00,    2.82,    6.18,    9.27,   11.92,  428.90
02.04.2018 06:10:00,  985.82,    0.06,  274.34,   -1.59,   88.60,    6.13,    5.43,    0.70,    3.44,    5.51, 1254.33,    1.85,    2.56,  173.60,    0.00,    0.00,    5.03,   12.74,   17.18,   11.97,  431.10
02.04.2018 06:20:00,  985.81,    0.06,  274.34,   -1.49,   89.30,    6.13,    5.48,    0.66,    3.46,    5.56, 1254.30,    0.97,    1.96,  136.00,    0.00,    0.00,    9.86,   22.97,   29.92,   12.02,  433.50
02.04.2018 06:30:00,  985.87,    0.03,  274.30,   -1.51,   89.30,    6.12,    5.47,    0.65,    3.46,    5.54, 1254.52,    1.62,    2.32,  147.60,    0.00,    0.00,   17.30,   37.26,   44.40,   12.08,  432.80
02.04.2018 06:40:00,  985.86,    0.10,  274.37,   -1.35,   89.90,    6.15,    5.53,    0.62,    3.50,    5.61, 1254.16,    0.88,    1.78,  183.00,    0.00,    0.00,   20.52,   43.24,   45.17,   12.14,  433.00
02.04.2018 06:50:00,  985.87,    0.34,  274.61,   -1.22,   89.20,    6.26,    5.58,    0.68,    3.53,    5.66, 1253.05,    0.48,    1.04,  153.80,    0.00,    0.00,   23.34,   49.23,   55.21,   12.21,  432.30
02.04.2018 07:00:00,  985.89,    0.47,  274.74,   -1.26,   88.10,    6.32,    5.57,    0.75,    3.52,    5.65, 1252.48,    0.53,    1.28,  183.50,    0.00,    0.00,   31.99,   66.99,   75.68,   12.30,  433.00
02.04.2018 07:10:00,  985.83,    0.55,  274.83,   -1.27,   87.50,    6.36,    5.56,    0.79,    3.52,    5.64, 1252.03,    0.83,    1.40,  190.40,    0.00,    0.00,   38.43,   79.92,  102.32,   12.40,  435.60
02.04.2018 07:20:00,  985.81,    0.60,  274.88,   -1.18,   87.80,    6.38,    5.60,    0.78,    3.54,    5.68, 1251.77,    0.73,    1.36,  202.10,    0.00,    0.00,   58.95,  120.46,  127.80,   12.50,  435.80
02.04.2018 07:30:00,  985.81,    0.65,  274.93,   -1.18,   87.50,    6.40,    5.60,    0.80,    3.54,    5.68, 1251.52,    0.78,    1.44,  203.40,    0.00,    0.00,   74.85,  151.93,  173.55,   12.61,  433.80
02.04.2018 07:40:00,  985.81,    1.00,  275.28,   -0.88,   87.20,    6.57,    5.73,    0.84,    3.62,    5.81, 1249.88,    0.61,    1.12,  140.60,    0.00,    0.00,   96.18,  193.05,  206.56,   12.70,  433.40
02.04.2018 07:50:00,  985.85,    1.29,  275.57,   -0.90,   85.30,    6.71,    5.72,    0.99,    3.62,    5.80, 1248.62,    1.07,    1.72,  135.50,    0.00,    0.00,  100.20,  201.16,  229.54,   12.81,  432.60
02.04.2018 08:00:00,  985.82,    1.45,  275.73,   -0.72,   85.40,    6.78,    5.79,    0.99,    3.66,    5.88, 1247.80,    0.91,    1.84,  141.40,    0.00,    0.00,  131.39,  263.71,  290.54,   12.92,  433.70
02.04.2018 08:10:00,  985.85,    1.40,  275.68,   -0.75,   85.50,    6.76,    5.78,    0.98,    3.66,    5.86, 1248.06,    1.62,    2.56,  152.40,    0.00,    0.00,  130.18,  271.43,  310.81,   13.06,  433.10
02.04.2018 08:20:00,  985.91,    1.43,  275.71,   -0.63,   86.10,    6.78,    5.83,    0.94,    3.69,    5.92, 1247.98,    1.91,    2.80,  145.30,    0.00,    0.00,  166.80,  343.24,  482.43,   13.22,  432.30
02.04.2018 08:30:00,  985.93,    2.08,  276.36,   -0.16,   85.00,    7.10,    6.04,    1.07,    3.82,    6.12, 1244.95,    1.36,    2.44,  172.50,    0.00,    0.00,  270.62,  527.22,  685.91,   13.39,  430.90
02.04.2018 08:40:00,  985.89,    3.07,  277.36,    0.20,   81.30,    7.62,    6.20,    1.42,    3.92,    6.28, 1240.36,    1.56,    2.76,  155.20,    0.00,    0.00,  349.50,  649.61,  755.60,   13.59,  431.50
02.04.2018 08:50:00,  985.94,    3.80,  278.09,    0.39,   78.30,    8.02,    6.28,    1.74,    3.97,    6.37, 1237.12,    1.57,    2.68,  171.30,    0.00,    0.00,  378.07,  710.42,  778.76,   13.90,  430.90
02.04.2018 09:00:00,  985.94,    4.37,  278.66,    0.49,   75.80,    8.35,    6.33,    2.02,    4.00,    6.42, 1234.57,    1.19,    2.86,  159.20,    0.00,    0.00,  408.05,  765.06,  813.13,   14.34,  428.20
02.04.2018 09:10:00,  985.94,    4.86,  279.14,    0.54,   73.50,    8.64,    6.35,    2.29,    4.02,    6.44, 1232.40,    1.95,    3.00,  152.60,    0.00,    0.00,  433.40,  809.46,  927.80,   14.91,  426.50
02.04.2018 09:20:00,  985.93,    5.33,  279.62,    0.76,   72.30,    8.93,    6.46,    2.47,    4.08,    6.55, 1230.26,    1.68,    3.04,  148.80,    0.00,    0.00,  452.72,  850.00,  989.77,   15.56,  427.70
02.04.2018 09:30:00,  985.89,    5.79,  280.09,    0.98,   71.10,    9.22,    6.56,    2.67,    4.15,    6.65, 1228.12,    2.62,    3.97,  145.50,    0.00,    0.00,  597.99, 1114.29, 1228.76,   16.23,  426.70
02.04.2018 09:40:00,  985.89,    6.57,  280.87,    1.37,   69.33,    9.73,    6.75,    2.98,    4.27,    6.84, 1224.62,    1.99,    3.06,  158.60,    0.00,    0.00,  579.68, 1072.01, 1233.98,   16.92,  427.90
02.04.2018 09:50:00,  985.91,    7.45,  281.75,    1.44,   65.54,   10.34,    6.78,    3.56,    4.29,    6.88, 1220.77,    1.02,    2.32,  109.40,    0.00,    0.00,  537.83,  992.08, 1195.75,   17.61,  423.90
02.04.2018 10:00:00,  985.85,    7.69,  282.00,    1.13,   63.07,   10.51,    6.63,    3.88,    4.19,    6.73, 1219.72,    0.98,    3.00,   70.40,    0.00,    0.00,  458.55,  858.49, 1157.53,   18.33,  420.90
02.04.2018 10:10:00,  985.73,    8.32,  282.64,    0.75,   58.77,   10.97,    6.45,    4.52,    4.08,    6.54, 1216.93,    1.31,    4.08,  183.60,    0.00,    0.00,  494.37,  942.08, 1251.54,   19.03,  419.10
02.04.2018 10:20:00,  985.63,    8.28,  282.61,   -0.18,   55.08,   10.95,    6.03,    4.92,    3.81,    6.12, 1217.17,    2.32,    3.66,  186.10,    0.00,    0.00,  449.70,  875.10, 1463.32,   19.66,  416.30
02.04.2018 10:30:00,  985.44,    8.47,  282.81,   -0.45,   53.30,   11.09,    5.91,    5.18,    3.74,    6.00, 1216.17,    2.31,    5.09,  175.30,    0.00,    0.00,  330.38,  639.19, 1467.18,   20.19,  415.50
02.04.2018 10:40:00,  985.35,    8.19,  282.54,   -0.58,   53.80,   10.88,    5.85,    5.03,    3.70,    5.94, 1217.30,    1.32,    5.17,  233.10,    0.00,    0.00,  189.74,  386.49,  611.20,   20.62,  415.30
02.04.2018 10:50:00,  985.28,    8.11,  282.47,   -0.70,   53.62,   10.82,    5.80,    5.02,    3.67,    5.89, 1217.58,    4.62,    7.89,  211.50,    0.00,    0.00,  498.59,  965.83, 1492.28,   20.89,  414.60
02.04.2018 11:00:00,  985.21,    8.38,  282.74,   -1.06,   51.29,   11.02,    5.65,    5.37,    3.58,    5.74, 1216.40,    3.23,    5.41,  221.00,    0.00,    0.00,  557.95, 1071.81, 1646.72,   20.99,  413.90
02.04.2018 11:10:00,  985.11,    8.40,  282.77,   -1.21,   50.66,   11.03,    5.59,    5.44,    3.54,    5.67, 1216.21,    3.17,    4.77,  232.50,    0.00,    0.00,  293.76,  592.66, 1076.64,   21.03,  413.80
02.04.2018 11:20:00,  984.93,    8.31,  282.70,   -1.36,   50.42,   10.97,    5.53,    5.44,    3.50,    5.61, 1216.41,    4.57,    7.41,  206.00,    0.00,    0.00,  310.66,  628.96, 1110.62,   21.05,  413.80
02.04.2018 11:30:00,  984.85,    8.48,  282.87,   -1.46,   49.44,   11.09,    5.49,    5.61,    3.47,    5.57, 1215.60,    4.57,    7.25,  215.30,    0.00,    0.00,  608.05, 1178.96, 1729.73,   21.02,  413.30
02.04.2018 11:40:00,  984.70,    8.86,  283.27,   -1.33,   48.67,   11.38,    5.54,    5.84,    3.51,    5.63, 1213.75,    5.30,    7.37,  211.40,    0.00,    0.00,  603.82, 1172.59, 1594.59,   20.94,  413.60
02.04.2018 11:50:00,  984.64,    9.00,  283.41,   -1.13,   48.91,   11.49,    5.62,    5.87,    3.56,    5.71, 1213.03,    3.30,    6.41,  205.90,    0.00,    0.00,  768.21, 1463.32, 1760.62,   20.87,  413.80
02.04.2018 12:00:00,  984.48,    9.23,  283.66,   -1.11,   48.24,   11.67,    5.63,    6.04,    3.57,    5.72, 1211.84,    4.84,    7.89,  218.10,    0.00,    0.00,  561.57, 1099.81, 1774.13,   20.87,  413.50
02.04.2018 12:10:00,  984.42,    9.08,  283.51,   -0.90,   49.48,   11.56,    5.72,    5.84,    3.62,    5.81, 1212.37,    4.19,    6.09,  220.20,    0.00,    0.00,  544.27, 1064.48, 1837.84,   20.95,  413.50
02.04.2018 12:20:00,  984.32,    8.97,  283.41,   -1.06,   49.28,   11.47,    5.65,    5.82,    3.58,    5.74, 1212.75,    4.83,    6.81,  211.80,    0.00,    0.00,  381.89,  776.83, 1799.23,   21.06,  413.50
02.04.2018 12:30:00,  984.19,    9.11,  283.56,   -1.26,   48.11,   11.58,    5.57,    6.01,    3.53,    5.66, 1212.03,    5.16,    7.31,  205.20,    0.00,    0.00,  690.95, 1317.95, 1781.85,   21.14,  413.10
02.04.2018 12:40:00,  984.20,    8.96,  283.41,   -1.05,   49.34,   11.46,    5.66,    5.81,    3.58,    5.75, 1212.65,    4.14,    5.75,  218.20,    0.00,    0.00,  359.76,  722.20, 1621.62,   21.18,  413.00
02.04.2018 12:50:00,  984.05,    9.08,  283.54,   -0.67,   50.32,   11.56,    5.81,    5.74,    3.68,    5.91, 1211.87,    4.08,    6.91,  214.60,    0.00,    0.00,  484.51,  955.60, 1745.17,   21.20,  413.30
02.04.2018 13:00:00,  983.92,    9.40,  283.87,   -0.49,   49.89,   11.81,    5.89,    5.92,    3.73,    5.99, 1210.30,    3.38,    4.97,  205.30,    0.00,    0.00,  400.20,  793.05, 1677.60,   21.19,  413.30
02.04.2018 13:10:00,  983.79,    9.19,  283.67,   -0.69,   49.89,   11.64,    5.81,    5.83,    3.68,    5.90, 1211.08,    3.91,    5.69,  216.40,    0.00,    0.00,  307.24,  627.22, 1326.06,   21.21,  413.00
02.04.2018 13:20:00,  983.69,    9.58,  284.07,   -0.49,   49.30,   11.95,    5.89,    6.06,    3.73,    5.99, 1209.25,    2.41,    4.48,  196.30,    0.00,    0.00,  675.86, 1299.81, 1596.52,   21.24,  413.00
02.04.2018 13:30:00,  983.61,    9.90,  284.40,   -0.77,   47.29,   12.21,    5.77,    6.44,    3.66,    5.87, 1207.84,    4.44,    7.05,  221.10,    0.00,    0.00,  591.15, 1141.70, 1608.11,   21.31,  413.20
02.04.2018 13:40:00,  983.51,    9.88,  284.39,   -0.62,   47.85,   12.20,    5.84,    6.36,    3.70,    5.93, 1207.77,    3.09,    4.67,  210.10,    0.00,    0.00,  730.18, 1397.68, 1722.01,   21.47,  413.50
02.04.2018 13:50:00,  983.43,   10.29,  284.81,   -0.53,   46.87,   12.54,    5.88,    6.66,    3.72,    5.97, 1205.91,    4.97,    6.89,  215.40,    0.00,    0.00,  648.09, 1243.44, 1550.19,   21.67,  413.30
02.04.2018 14:00:00,  983.29,   10.25,  284.78,   -0.54,   46.98,   12.50,    5.87,    6.63,    3.72,    5.97, 1205.91,    4.49,    7.13,  219.90,    0.00,    0.00,  469.42,  926.64, 1399.61,   21.91,  413.10
02.04.2018 14:10:00,  983.15,   10.13,  284.67,   -0.38,   47.90,   12.40,    5.94,    6.46,    3.77,    6.04, 1206.21,    2.88,    4.89,  169.50,    0.00,    0.00,  457.55,  914.67, 1447.88,   22.15,  413.30
02.04.2018 14:20:00,  982.91,   10.64,  285.20,   -0.06,   47.38,   12.83,    6.08,    6.75,    3.86,    6.19, 1203.69,    1.97,    3.84,  173.70,    0.00,    0.00,  622.13, 1207.34, 1449.81,   22.34,  413.20
02.04.2018 14:30:00,  982.81,   11.04,  285.61,    0.04,   46.48,   13.18,    6.13,    7.05,    3.89,    6.23, 1201.85,    3.47,    5.85,  199.40,    0.00,    0.00,  526.16, 1031.85, 1231.47,   22.52,  412.50
02.04.2018 14:40:00,  982.70,   10.99,  285.57,   -0.04,   46.35,   13.13,    6.09,    7.05,    3.86,    6.20, 1201.94,    2.11,    3.72,  189.40,    0.00,    0.00,  611.27, 1177.80, 1247.88,   22.76,  412.50
